"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"391",391,414,"Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucalyptus microtheca","Species",45,1948,1993,"12.6","22.7",10.1,0.224444444,"aerial photographs","s78","Australia","Increase","Savanna_increase",27.4,933,0.224444444,-20,130,"_ -20 _ 130 _"
"392",392,415,"Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucalyptus parvifolia","Species",45,1948,1993,"1.6","9.7",8.1,0.18,"aerial photographs","s79","Australia","Increase","Savanna_increase",27.4,933,0.18,-20,130,"_ -20 _ 130 _"
"393",393,416,"Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucaliptys microtheca/parvifolia","Species",45,1948,1993,"10.2","19.6",9.4,0.208888889,"aerial photographs","s80","Australia","Increase","Savanna_increase",27.4,933,0.208888889,-20,130,"_ -20 _ 130 _"
"394",394,417,"Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Terminalia spp.","Species",45,1948,1993,"1.7","4.4",2.7,0.06,"aerial photographs","s81","Australia","Increase","Savanna_increase",27.4,933,0.06,-20,130,"_ -20 _ 130 _"
"395",395,418,"Savanna","Australia","Northwestern Australia",-15.7,130.8,"Sharp and Bowmann 2004","Melaleuca minutifolia","Species",47,1948,1995,NA,NA,-0.78,-0.016595745,"aerial photographs","s82","Australia","Decrease","Savanna_decrease",28,721,0.016595745,-20,130,"_ -20 _ 130 _"
"396",396,419,"Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalypt us orgadophila","Species",36,1960,1996,"8.44","13.37",4.93,0.136944444,"aerial photo","s83","Australia","Increase","Savanna_increase",22.9,656,0.136944444,-30,140,"_ -30 _ 140 _"
"397",397,420,"Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus melanophloia","Species",45,1951,1996,"20.12","24.69",4.57,0.101555556,"aerial photo","s84","Australia","Increase","Savanna_increase",22.9,656,0.101555556,-30,140,"_ -30 _ 140 _"
"398",398,421,"Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus crebea","Species",42,1952,1994,"35.63","41.48",5.85,0.139285714,"aerial photo","s85","Australia","Increase","Savanna_increase",22.9,656,0.139285714,-30,140,"_ -30 _ 140 _"
"399",399,422,"Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus populnea and E.meanophloia","Species",41,1952,1993,"24.6","29.24",4.64,0.113170732,"aerial photo","s86","Australia","Increase","Savanna_increase",22.9,656,0.113170732,-30,140,"_ -30 _ 140 _"
"400",400,423,"Savanna","Australia","Central Queensland",-24.3,148.45,"Burrows 2002","Eucalyptus/Corymbia","Group",15,1984,1999,"26.9","29.8",2.9,0.193333333,"live tree basal area","s87","Australia","Increase","Savanna_increase",22.2,622,0.193333333,-30,140,"_ -30 _ 140 _"
"401",401,424,"Savanna","Australia","North Central queensland",-19.93,145.72,"Fensham et al 2009","tree","Group",56,1946,2002,"21.7","21.4",-0.3,-0.005357143,"aerial photo","s88","Australia","Stable","Savanna_stable",23.2,618,0.005357143,-20,140,"_ -20 _ 140 _"
"402",402,425,"Savanna","Australia","Kakadu National Park",-12.69,132.85,"Lehmann et al 2009","Eucalyptus tetrodonta/E. miniata","Species",40,1964,2004,"62.7","67.6",4.9,0.1225,"aerial photo","s89","Australia","Increase","Savanna_increase",27.6,1544,0.1225,-20,130,"_ -20 _ 130 _"
"403",403,426,"Savanna","Australia","North west australia",-15.4,130.3,"Sharp and Bowmann 2004 b","Eucalyptus species","Group",47,1948,1995,"25","25.2",0.2,0.004255319,"aerial photo","s90","Australia","Stable","Savanna_stable",28.2,843,0.004255319,-20,130,"_ -20 _ 130 _"
"404",404,427,"Savanna","Australia","SW Queensland",-27.37,144.32,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",5.8,0.116,"aerial photographs","s91","Australia","Increase","Savanna_increase",22.4,301,0.116,-30,140,"_ -30 _ 140 _"
"405",405,428,"Savanna","Australia","SW Queensland",-28.43,145.37,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",2.2,0.044,"aerial photographs","s92","Australia","Increase","Savanna_increase",21,383,0.044,-30,140,"_ -30 _ 140 _"
"406",406,429,"Savanna","Australia","SW Queensland",-28.45,147,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",5.5,0.11,"aerial photographs","s93","Australia","Increase","Savanna_increase",21.3,396,0.11,-30,140,"_ -30 _ 140 _"
"407",407,430,"Savanna","Australia","Ambathala Station sw Queensland",-25.97,145.33,"Witt et al 2006","Acacia and Eucalyptus spp","Group",65,1930,1995,"not reported","not reported",5,0.076923077,"aerial photographs","s94","Australia","Increase","Savanna_increase",21.8,480,0.076923077,-30,140,"_ -30 _ 140 _"
"408",408,431,"Savanna","Australia","Mt Windsor",-16.23,145.02,"Tng et al 2012","rainforest species","Group",57,1951,2008,"35.89","38.92",3.03,0.057208505,"aerial photo/proportion area covered","s95","Australia","Increase","Savanna_increase",18.4,2008,0.057208505,-20,140,"_ -20 _ 140 _"
"409",409,432,"Savanna","Australia","Mt Carbine",-16.43,145.27,"Tng et al 2012","rainforest species","Group",53,1955,2008,"35.16","35.7",0.54,0.010269466,"aerial photo/proportion area covered","s96","Australia","Increase","Savanna_increase",18.8,2511,0.010269466,-20,140,"_ -20 _ 140 _"
"410",410,433,"Savanna","Australia","Clohesy",-16.92,145.61,"Tng et al 2012","rainforest species","Group",59,1949,2008,"46.12","46.94",0.82,0.013863707,"aerial photo/proportion area covered","s97","Australia","Increase","Savanna_increase",22.4,1439,0.013863707,-20,140,"_ -20 _ 140 _"
"411",411,434,"Savanna","Australia","Koombooloomba",-17.83,145.58,"Tng et al 2012","rainforest species","Group",57,1951,2008,"28.39","29.27",0.88,0.015444388,"aerial photo/proportion area covered","s98","Australia","Increase","Savanna_increase",20.3,1933,0.015444388,-20,140,"_ -20 _ 140 _"
"412",412,435,"Savanna","Australia","Paluma",-18.99,146.19,"Tng et al 2012","rainforest species","Group",58,1950,2008,"51.31","51.71",0.4,0.006911632,"aerial photo/proportion area covered","s99","Australia","Stable","Savanna_stable",20,2006,0.006911632,-20,140,"_ -20 _ 140 _"
"413",413,436,"Savanna","Australia","Camel Creek, NT",-17.01,137.01,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",26,0.52,"aerial photo/proportion area covered","s100","Australia","Increase","Savanna_increase",25.9,787,0.52,-20,130,"_ -20 _ 130 _"
"414",414,437,"Savanna","Australia","Banyan Gorge, NT",-17.24,137.81,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",77,1.54,"aerial photo/proportion area covered","s101","Australia","Increase","Savanna_increase",26.1,799,1.54,-20,130,"_ -20 _ 130 _"
"415",415,438,"Savanna","Australia","Aquarium Springs, NT",-17.33,137.81,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",21,0.42,"aerial photo/proportion area covered","s102","Australia","Increase","Savanna_increase",25.9,891,0.42,-20,130,"_ -20 _ 130 _"
"416",416,439,"Savanna","Australia","McDermotts Spring, NT",-17.37,137.75,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",147,2.94,"aerial photo/proportion area covered","s103","Australia","Increase","Savanna_increase",25.8,820,2.94,-20,130,"_ -20 _ 130 _"
"417",417,440,"Savanna","Australia","Moonlight Gorge, NT",-17.42,137.71,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",11,0.22,"aerial photo/proportion area covered","s104","Australia","Increase","Savanna_increase",25.4,824,0.22,-20,130,"_ -20 _ 130 _"
"418",418,441,"Savanna","Australia","Jabiluka, NT",-12.51,132.95,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",-13,-0.325,"aerial photo/proportion area covered","s105","Australia","Decrease","Savanna_decrease",27.2,1651,0.325,-20,130,"_ -20 _ 130 _"
"419",419,442,"Savanna","Australia","Dinner Creek, NT",-13.65,132.61,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",43,1.075,"aerial photo/proportion area covered","s106","Australia","Increase","Savanna_increase",26.5,1416,1.075,-20,130,"_ -20 _ 130 _"
"420",420,443,"Savanna","Australia","South Bend, NT",-13.42,132.9,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",1,0.025,"aerial photo/proportion area covered","s107","Australia","Increase","Savanna_increase",25.9,1381,0.025,-20,130,"_ -20 _ 130 _"
"421",421,444,"Savanna","Australia","Jim Jim South, NT",-13.32,132.86,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",17,0.425,"aerial photo/proportion area covered","s108","Australia","Increase","Savanna_increase",26.3,1467,0.425,-20,130,"_ -20 _ 130 _"
"422",422,445,"Savanna","Australia","Fern Gorge, NT",-13.82,132.4,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",36,0.9,"aerial photo/proportion area covered","s109","Australia","Increase","Savanna_increase",26.4,1336,0.9,-20,130,"_ -20 _ 130 _"
"423",423,446,"Savanna","Australia","Deaf Adder Gorge, NT",-12.99,132.89,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",16,0.4,"aerial photo/proportion area covered","s110","Australia","Increase","Savanna_increase",26.7,1593,0.4,-20,130,"_ -20 _ 130 _"
"424",424,447,"Savanna","Australia","Barramundi Gorge, NT",-13.31,132.45,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",27,0.675,"aerial photo/proportion area covered","s111","Australia","Increase","Savanna_increase",27,1607,0.675,-20,130,"_ -20 _ 130 _"
"425",425,448,"Savanna","Australia","Eve Spring, NT",-13.77,132.44,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",45,1.125,"aerial photo/proportion area covered","s112","Australia","Increase","Savanna_increase",26.4,1336,1.125,-20,130,"_ -20 _ 130 _"
"426",426,449,"Savanna","Australia","SE Fern Gorge, NT",-13.75,132.65,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",31,0.775,"aerial photo/proportion area covered","s113","Australia","Increase","Savanna_increase",26.5,1266,0.775,-20,130,"_ -20 _ 130 _"
"427",427,450,"Savanna","Australia","Round Jungle, NT",-13.29,132.68,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",13,0.325,"aerial photo/proportion area covered","s114","Australia","Increase","Savanna_increase",27,1569,0.325,-20,130,"_ -20 _ 130 _"
"428",428,451,"Savanna","Australia","Mt Brockman, NT",-12.79,132.87,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",24,0.6,"aerial photo/proportion area covered","s115","Australia","Increase","Savanna_increase",26.5,1826,0.6,-20,130,"_ -20 _ 130 _"
"429",429,452,"Savanna","Australia","Namarrgon Gorge, NT",-13.02,132.98,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",18,0.45,"aerial photo/proportion area covered","s116","Australia","Increase","Savanna_increase",26.3,1344,0.45,-20,130,"_ -20 _ 130 _"
"430",430,453,"Savanna","Australia","Iron Range, QLD",-12.67,143.33,"Russell-Smith et al 2004","rainforest species","Group",48,1943,1991,"32.14","59",26.86,0.55952381,"aerial photo/proportion area covered","s117","Australia","Increase","Savanna_increase",25.8,1775,0.55952381,-20,140,"_ -20 _ 140 _"
"431",431,454,"Savanna","Australia","Litchfield NP, NT",-13.08,130.67,"Bowman et al 2001","","",53,1941,1994,"","",97,1.830188679,"aerial photo/proportion area covered","s118","Australia","Increase","Savanna_increase",27.6,1873,1.830188679,-20,130,"_ -20 _ 130 _"
"432",432,455,"Savanna","Ivory coast","Lamto",6.23,5,"Gautier et al 1989","Borassus aethiopum (tree) + shrubs","Group",25,1963,1988,"15.6","17.9",2.3,0.092,"aerial surveys","s119","Africa","Increase","Savanna_increase",26.3,2028,0.092,0,0,"_ 0 _ 0 _"
"433",433,456,"Savanna","Ivory coast","Lamto",6.23,5.1,"Gautier 1990","Boarassus aethiopum, Crossopteryx febrifuga, Cussonia barteria, Terminalia glaucescens, ","Group",25,1963,1988,"32.45","41.17",26.9,1.076,"aerial photographs","s120","Africa","Increase","Savanna_increase",26.2,2133,1.076,0,0,"_ 0 _ 0 _"
"434",434,457,"Savanna","Australia","KNP 1",-12.09,132.4,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",27,0.675,"aerial photo/proportion area covered","s121","Australia","Increase","Savanna_increase",27.7,1578,0.675,-20,130,"_ -20 _ 130 _"
"435",435,458,"Savanna","Australia","KNP 2",-12.13,132.41,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",3,0.075,"aerial photo/proportion area covered","s122","Australia","Increase","Savanna_increase",27.7,1563,0.075,-20,130,"_ -20 _ 130 _"
"436",436,459,"Savanna","Australia","KNP 3",-12.18,132.35,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",35,0.875,"aerial photo/proportion area covered","s123","Australia","Increase","Savanna_increase",27.7,1611,0.875,-20,130,"_ -20 _ 130 _"
"437",437,460,"Savanna","Australia","KNP 4",-12.21,132.35,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",6,0.15,"aerial photo/proportion area covered","s124","Australia","Increase","Savanna_increase",27.7,1696,0.15,-20,130,"_ -20 _ 130 _"
"438",438,461,"Savanna","Australia","KNP 5",-12.33,132.32,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",-14,-0.35,"aerial photo/proportion area covered","s125","Australia","Decrease","Savanna_decrease",27.7,1612,0.35,-20,130,"_ -20 _ 130 _"
"439",439,462,"Savanna","Australia","KNP 6",-12.37,132.35,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",37,0.925,"aerial photo/proportion area covered","s126","Australia","Increase","Savanna_increase",27.7,1702,0.925,-20,130,"_ -20 _ 130 _"
"440",440,463,"Savanna","Australia","KNP 7",-12.2,132.23,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",29,0.725,"aerial photo/proportion area covered","s127","Australia","Increase","Savanna_increase",27.7,1739,0.725,-20,130,"_ -20 _ 130 _"
"441",441,464,"Savanna","Australia","KNP 8",-12.25,132.23,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",13,0.325,"aerial photo/proportion area covered","s128","Australia","Increase","Savanna_increase",27.7,1607,0.325,-20,130,"_ -20 _ 130 _"
"442",442,465,"Savanna","Australia","KNP 9",-12.26,132.16,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",28,0.7,"aerial photo/proportion area covered","s129","Australia","Increase","Savanna_increase",27.7,1700,0.7,-20,130,"_ -20 _ 130 _"
"443",443,466,"Savanna","Australia","KNP 10",-12.34,132.13,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",5,0.125,"aerial photo/proportion area covered","s130","Australia","Increase","Savanna_increase",27.8,1605,0.125,-20,130,"_ -20 _ 130 _"
"444",444,467,"Savanna","Australia","KNP 11",-12.33,132.18,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",28,0.7,"aerial photo/proportion area covered","s131","Australia","Increase","Savanna_increase",27.8,1616,0.7,-20,130,"_ -20 _ 130 _"
"445",445,468,"Savanna","Australia","KNP 12",-12.53,131.99,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",11,0.275,"aerial photo/proportion area covered","s132","Australia","Increase","Savanna_increase",27.8,1523,0.275,-20,130,"_ -20 _ 130 _"
"446",446,469,"Savanna","Australia","KNP 13",-12.6,131.96,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",9,0.225,"aerial photo/proportion area covered","s133","Australia","Increase","Savanna_increase",27.8,1598,0.225,-20,130,"_ -20 _ 130 _"
"447",447,470,"Savanna","Australia","KNP 14",-12.15,132.63,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",15,0.375,"aerial photo/proportion area covered","s134","Australia","Increase","Savanna_increase",27.6,1642,0.375,-20,130,"_ -20 _ 130 _"
"448",448,471,"Savanna","Australia","KNP 15",-12.16,132.66,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",-1,-0.025,"aerial photo/proportion area covered","s135","Australia","Decrease","Savanna_decrease",27.7,1532,0.025,-20,130,"_ -20 _ 130 _"
"449",449,472,"Savanna","Australia","KNP 16",-12.22,132.61,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",5,0.125,"aerial photo/proportion area covered","s136","Australia","Increase","Savanna_increase",27.5,1672,0.125,-20,130,"_ -20 _ 130 _"
"450",450,473,"Savanna","Australia","KNP 17",-12.22,132.71,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",25,0.625,"aerial photo/proportion area covered","s137","Australia","Increase","Savanna_increase",27.7,1519,0.625,-20,130,"_ -20 _ 130 _"
"451",451,474,"Savanna","Australia","KNP 18",-12.28,132.6,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",11,0.275,"aerial photo/proportion area covered","s138","Australia","Increase","Savanna_increase",27.6,1551,0.275,-20,130,"_ -20 _ 130 _"
"452",452,475,"Savanna","Australia","KNP 19",-12.29,132.86,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",24,0.6,"aerial photo/proportion area covered","s139","Australia","Increase","Savanna_increase",27.6,1554,0.6,-20,130,"_ -20 _ 130 _"
"453",453,476,"Savanna","Australia","KNP 20",-12.3,132.93,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",10,0.25,"aerial photo/proportion area covered","s140","Australia","Increase","Savanna_increase",27.6,1535,0.25,-20,130,"_ -20 _ 130 _"
"454",454,477,"Savanna","Australia","KNP 21",-12.37,132.86,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",62,1.55,"aerial photo/proportion area covered","s141","Australia","Increase","Savanna_increase",27.7,1495,1.55,-20,130,"_ -20 _ 130 _"
"455",455,478,"Savanna","Australia","KNP 22",-12.4,132.85,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",-22,-0.55,"aerial photo/proportion area covered","s142","Australia","Decrease","Savanna_decrease",27.7,1462,0.55,-20,130,"_ -20 _ 130 _"
"456",456,479,"Savanna","Australia","KNP 23",-12.44,132.85,"Banfai and Bowman 2006","rainforest species","Group",40,1964,2004,"not reported","not reported",31,0.775,"aerial photo/proportion area covered","s143","Australia","Increase","Savanna_increase",27.7,1507,0.775,-20,130,"_ -20 _ 130 _"
