Number,Citation,Country,Site,Continent,Vegetation.Description,Biome,Biome_type,Area.Sampled.km2,Method,Start_cover,End_cover,Total_cover_change,Start_year,End_year,Time_period,Annual.rate,Landuse,Species,Woody.functional.type,Species_Group,Latitude,Longitude,Rainfall,Temp,Causes,Drivers,Notes,MGC questions
169,Banfai and Bowman 2006,Australia,KNP 42,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,9,1964,2004,40,0.225,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.31,132.34,,,,Elevated CO2,,
170,Banfai and Bowman 2006,Australia,KNP 43,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,3,1964,2004,40,0.075,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.32,132.32,,,,Increased rainfall,,
170,Banfai and Bowman 2006,Australia,KNP 43,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,3,1964,2004,40,0.075,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.32,132.32,,,,Fire suppression,,
170,Banfai and Bowman 2006,Australia,KNP 43,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,3,1964,2004,40,0.075,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.32,132.32,,,,Elevated CO2,,
171,Banfai and Bowman 2006,Australia,KNP 44,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,30,1964,2004,40,0.75,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.31,,,,Increased rainfall,,
171,Banfai and Bowman 2006,Australia,KNP 44,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,30,1964,2004,40,0.75,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.31,,,,Fire suppression,,
171,Banfai and Bowman 2006,Australia,KNP 44,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,30,1964,2004,40,0.75,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.31,,,,Elevated CO2,,
172,Banfai and Bowman 2006,Australia,KNP 45,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,-1,1964,2004,40,-0.025,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.54,132.26,,,,Increased rainfall,,
172,Banfai and Bowman 2006,Australia,KNP 45,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,-1,1964,2004,40,-0.025,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.54,132.26,,,,Fire suppression,,
172,Banfai and Bowman 2006,Australia,KNP 45,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,-1,1964,2004,40,-0.025,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.54,132.26,,,,Elevated CO2,,
173,Banfai and Bowman 2006,Australia,KNP 46,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,11,1964,2004,40,0.275,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.57,132.26,,,,Increased rainfall,,
173,Banfai and Bowman 2006,Australia,KNP 46,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,11,1964,2004,40,0.275,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.57,132.26,,,,Fire suppression,,
173,Banfai and Bowman 2006,Australia,KNP 46,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,11,1964,2004,40,0.275,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.57,132.26,,,,Elevated CO2,,
174,Banfai and Bowman 2006,Australia,KNP 47,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,6,1964,2004,40,0.15,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.46,,,,Increased rainfall,,
174,Banfai and Bowman 2006,Australia,KNP 47,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,6,1964,2004,40,0.15,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.46,,,,Fire suppression,,
174,Banfai and Bowman 2006,Australia,KNP 47,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,6,1964,2004,40,0.15,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.52,132.46,,,,Elevated CO2,,
175,Banfai and Bowman 2006,Australia,KNP 48,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,29,1964,2004,40,0.725,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.71,132.46,,,,Increased rainfall,,
175,Banfai and Bowman 2006,Australia,KNP 48,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,29,1964,2004,40,0.725,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.71,132.46,,,,Fire suppression,,
175,Banfai and Bowman 2006,Australia,KNP 48,Australia,mix savanna/rainforest,forest - savanna,Savanna,unknown,aerial photo/proportion area covered,not reported,not reported,29,1964,2004,40,0.725,Conservation,rainforest species,boundary change/conversion savanna - forest,Group,-13.71,132.46,,,,Elevated CO2,,
176,Stevens et al 2015,South Africa,central bushveld,Africa,savanna,savanna,Savanna,unknown,aerial photos,23.6,38.2,14.6,1940,2009,69,0.211594203,Multiple,savanna,shrubs/trees,Group,-23.45,29.64,,,,Elevated CO2,,
177,Stevens et al 2015,South Africa,indian ocean coastal belt,Africa,savanna,savanna,Savanna,unknown,aerial photos,25.6,61.6,36,1940,2009,69,0.52173913,Multiple,savanna,shrubs/trees,Group,-28.23,32.31,,,,Elevated CO2,,
178,Stevens et al 2015,South Africa,lowveld,Africa,savanna,savanna,Savanna,unknown,aerial photos,22.3,40,17.7,1940,2009,69,0.256521739,Multiple,savanna,shrubs/trees,Group,-24.73,31.61,,,,Elevated CO2,,
179,Stevens et al 2015,South Africa,mopane veld,Africa,savanna,savanna,Savanna,unknown,aerial photos,28.4,34.9,6.5,1940,2009,69,0.094202899,Multiple,savanna,shrubs/trees,Group,-22.38,30.98,,,,Elevated CO2,,
180,Stevens et al 2015,South Africa,sub-escarpment grassland,Africa,savanna,savanna,Savanna,unknown,aerial photos,24.87,31.05,6.18,1940,2009,69,0.089565217,Multiple,savanna,shrubs/trees,Group,-27.88,31.05,,,,Elevated CO2,,
181,Stevens et al 2015,South Africa,sub-escarpment savanna,Africa,savanna,savanna,Savanna,unknown,aerial photos,19.3,29.6,10.3,1940,2009,69,0.149275362,Multiple,savanna,shrubs/trees,Group,-28.73,30.13,,,,Elevated CO2,,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site1,remote sensing,NA,NA,-5.3,2002,2014,12,-0.441666667,Conservation,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.5,31.25,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site1,remote sensing,NA,NA,-5.3,2002,2014,12,-0.441666667,Conservation,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.5,31.25,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site1,remote sensing,NA,NA,16.1,2002,2014,12,1.341666667,Conservation,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.5,31.25,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site1,remote sensing,NA,NA,16.1,2002,2014,12,1.341666667,Conservation,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.5,31.25,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site2,remote sensing,NA,NA,-17.1,2002,2014,12,-1.425,Conservation,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.25,31.32,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site2,remote sensing,NA,NA,-17.1,2002,2014,12,-1.425,Conservation,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.25,31.32,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site2,remote sensing,NA,NA,16.7,2002,2014,12,1.391666667,Conservation,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.25,31.32,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site2,remote sensing,NA,NA,16.7,2002,2014,12,1.391666667,Conservation,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.25,31.32,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site3,remote sensing,NA,NA,-11.8,2002,2014,12,-0.983333333,Conservation with exclosures,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.3,31.44,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site3,remote sensing,NA,NA,-11.8,2002,2014,12,-0.983333333,Conservation with exclosures,"Sclerocarya birrea, Combretum apiculatum subsp apiculatum, Diospyrus mespiliformis, Terminalia sericea and Philenoptera violacea",trees,Group,-25.3,31.44,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site3,remote sensing,NA,NA,18.6,2002,2014,12,1.55,Conservation with exclosures,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.3,31.44,,,Herbivory (elephant population) and atmospheric CO2,Increased grazing,Values extracted for trees and shrubs from Table 3 for each site. ,
,Marston et al. 2017,South Africa,"Skukuza area, Kruger National Park",Africa,savanna,savanna,Savanna,site3,remote sensing,NA,NA,18.6,2002,2014,12,1.55,Conservation with exclosures,Acacia spp. and Albizia cf. petersiana,shrubs,Species,-25.3,31.44,,,Herbivory (elephant population) and atmospheric CO2,Elevated CO2,Values extracted for trees and shrubs from Table 3 for each site. ,
,Axelsson and Hanan 2018,Angola,ANGA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,83.37,82.48,-0.89,2004,2014,10,-0.089,Rangelands,trees/shrubs,Woody plants,Group,-13.9715271,18.44439308,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,92.69,86.67,-6.02,2004,2014,10,-0.602,Rangelands,trees/shrubs,Woody plants,Group,-13.98460768,18.5302474,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,90.68,88.99,-1.69,2004,2014,10,-0.169,Rangelands,trees/shrubs,Woody plants,Group,-14.00002561,18.4388572,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,88.1,92.47,4.37,2004,2014,10,0.437,Rangelands,trees/shrubs,Woody plants,Group,-14.00324859,18.47694927,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Angola,ANGA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,87.97,92.61,4.64,2004,2014,10,0.464,Rangelands,trees/shrubs,Woody plants,Group,-14.07502802,18.46558021,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Angola,ANGB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,95.91,95.25,-0.66,2004,2012,8,-0.0825,Rangelands,trees/shrubs,Woody plants,Group,-11.67997224,23.31808543,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,93.8,92.98,-0.82,2004,2012,8,-0.1025,Rangelands,trees/shrubs,Woody plants,Group,-11.80006723,23.31679525,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,89.37,91.82,2.45,2004,2012,8,0.30625,Rangelands,trees/shrubs,Woody plants,Group,-11.80402105,23.35649585,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Angola,ANGB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,98.28,98.27,-0.01,2004,2012,8,-0.00125,Rangelands,trees/shrubs,Woody plants,Group,-11.79427679,23.39737203,,,fire frequency and herbivory,Increased grazing,,
