"","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend"
"387","Savanna","South Africa","Fort Beaufort",-32.77,26.63,"Puttick et al, 2014a","closed woodland","Group",55,1949,2004,"not recorded","not recorded",36,0.654545455,"aerial photos (grid overay 30x30m)","s51","Africa","Increase","Savanna_increase"
"388","Savanna","South Africa","Grahamstown",-33.3,26.54,"Puttick et al 2014b","Acacia karoo","Species",62,1942,2004,"7.93","9.45",1.51,0.024428674,"aerial photos (grid overay 30x30m)","s52","Africa","Increase","Savanna_increase"
"389","Savanna","South Africa","Venetia Limpopo Nature Reserve",-22.38,29.3,"O'Connor 2001","Acacia tortilis","Species",32,1955,1987,"8","37",29,0.90625,"aerial photos","s53","Africa","Increase","Savanna_increase"
"390","Savanna","South Africa","Peddie District, Eastern cape",-33.12,27.2,"Kakembo, 1999","Acacia karoo","Species",50,1938,1988,"47","64",17,0.34,"erial photos","s54","Africa","Increase","Savanna_increase"
"391","Savanna","South Africa","Kruger National Park",-24.59,31.83,"Eckhardt et al, 2000","Combretum apiculatum, Terminalia sericea","Species",58,1940,1998,"19.7","22.1",2.4,0.04137931,"aerial photographs","s55","Africa","Increase","Savanna_increase"
"392","Savanna","South Africa","Kruger National Park",-24.59,31.83,"Eckhardt et al, 2000","Acacia nigrescens, Sclerocarya birrea","Species",58,1940,1998,"11.9","4.3",-7.6,-0.131034483,"aerial photographs","s56","Africa","Decrease","Savanna_decrease"
"393","Savanna","South Africa","Kruger National Park",-22.99,31.28,"Levick, Rogers, 2011","Colophospermum mopane and Combretum apiculatum","Species",59,1942,2001,"27","32",5,0.084745763,"aerial photographs","s57","Africa","Increase","Savanna_increase"
"394","Savanna","South Africa","Kruger National Park",-23.12,31.46,"Levick, Rogers, 2011","Colophospermum mopane","Species",59,1942,2001,"26","33",7,0.118644068,"aerial photographs","s58","Africa","Increase","Savanna_increase"
"395","Savanna","Brazil","Corumbataí, SP",-22.25,-47,"Pinheiro 2006","Daphnopsis fasciculata, Amaioua guianensis, Copaifera langsdorffii, Pera glabrata, Siparuna guianensis, Miconia chartacea, Ocotea pulchella, Virola sebifera","Group",43,1962,2005,"11","92",81,1.88372093,"aerial photos and remote sensing","s59","South America","Increase","Savanna_increase"
"396","Savanna","Brazil","Assis, SP",-22.58,-50.42,"Durigan et al 1987","Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata","Group",22,1962,1984,"12","41.4",29.4,1.336363636,"aerial photos and remote sensing","s60","South America","Increase","Savanna_increase"
"397","Savanna","Brazil","Assis, SP",-22.58,-50.42,"Durigan 2006","Copaifera langsdorffii, Machaerium acutifolium, Ocotea corymbosa, Vochysia tucanorum, Leptolobium elegans, Pera glabrata, Anadenanthera falcata","Group",41,1962,2003,"12","86",74,1.804878049,"aerial photos and remote sensing","s61","South America","Increase","Savanna_increase"
"398","Savanna","Brazil","Assis, SP",-22.58,-50.38,"Pinheiro e Durigan 2009","Copaifera langsdorffii,  Protium heptaphyllum, Ocotea corymbosa, Pera glabrata, faramea montevidensis","Group",44,1962,2006,"53","91",38,0.863636364,"aerial photos and remote sensing","s62","South America","Increase","Savanna_increase"
"399","Savanna","Brazil","Uberlândia, MG",-19.16,-48.4,"Cardoso et al 2009","trees/shrubs","Group",18,1987,2005,"9.5","15.7",6.2,0.344444444,"aerial photos and remote sensing","s63","South America","Increase","Savanna_increase"
"400","Savanna","Brazil","Faz Água Limpa, DF",-15.95,-47.93,"Rezende 2002","Kielmeyera coriaceae, Qualea parviflora, Roupala montana, Rourea induta, Erythroxyllum suberosum, Dalbergia miscolobium","Group",5,1995,2000,"0","11",11,2.2,"stem mesurement","s64","South America","Increase","Savanna_increase"
"401","Savanna","Brazil","Faz Água Limpa, DF,  and Alto Paraíso, GO",-15.91,-47.9,"Eugenio 2011","Handroanthus ochraceus, Myrcia cf tomentosa, Psidium australe, Roupala montana, Stryphnodendron adstringens, Miconia albicans","Group",9,2000,2009,"1.58","2.51",0.93,0.103333333,"line interception","s65","South America","Increase","Savanna_increase"
"402","Savanna","Faz Água Limpa, DF","Brazil",-15.57,-47.93,"Almeida 2013","Acinodendron pohlianum, Kielmeyera coriacea, Schefflera macrocarpa, Myrsine guianensis, Vochysia thyrsoidea","Group",27,1985,2012,"54","61",7,0.259259259,"stem measurement","s66","South America","Increase","Savanna_increase"
"403","Savanna","Brazil","Uberlândia, MG",-19.1,-48.38,"Lopes e Schiavini 2007","Tapirira guianensis, Callophyllum brasiliense, Protium heptaphyllum, Faramea hyacinthina","Group",13,1989,2002,"97","97",0,0,"stem measurement","s67","South America","Stable","Savanna_stable"
"404","Savanna","Brazil","Brasília, DF",-15.57,-47.88,"Souza 2010","Sclerolobium paniculatum, Blepharocalyx salicifolius, Miconia pohliana,
Miconia albicans, Roupala montana, Myrsine guianensis","Group",18,1991,2009,"52","65",13,0.722222222,"stem measurement","s68","South America","Increase","Savanna_increase"
"405","Savanna","Brazil","Nova Xavantina, MT",-14.7,-52.35,"Mews et al 2011","Roupala montana, Aspidosperma tomentosum, Emmotum nitens, Cybianthus detergens, Cordiera sessilis, Odontadenia lutea, Byrsonima verbascifolia, Erythroxylum engleri e Erythroxylum testaceum","Group",4,2002,2006,"70","74",4,1,"stem measurement","s69","South America","Increase","Savanna_increase"
"406","Savanna","Brazil","Correntina, BA",-13.66,-45.58,"Roitman et al 2008","Qualea grandiflora, Sclerolobium paniculatum, Kielmeyera coriacea, Byrsonima crassa; Neea theifera, Eremanthus glomeratus, Couepia grandiflora, and Miconia albicans Triana.","Group",13,1991,2004,"57","61",4,0.307692308,"stem measurement","s70","South America","Increase","Savanna_increase"
"407","Savanna","Brazil","Balsas, MA",-8.48,-46.87,"Aquino et al 2007","Sclerolobium paniculatum, Byrsonima coccolobifolia","Group",7,1995,2002,"49","51",2,0.285714286,"stem measurement","s71","South America","Increase","Savanna_increase"
"408","Savanna","Brazil","Balsas, MA",-8.48,-46.87,"Aquino et al 2007","Byrsonima coccolobifolia, Vochysia rufa, Qualea parviflora, Davilla elliptica, Byrsonima crassa, ","Group",7,1995,2002,"43","50",7,1,"stem measurement","s72","South America","Increase","Savanna_increase"
"409","Savanna","Brazil","Assis, SP",-22.58,-50.38,"Durigan 2014, unpublished data","Rapanea umbellata, Nectandra cuspidata,  Myrcia fallax, Siparuna guianensis","Group",5,2006,2011,"76","78",2,0.4,"stem measurement","s73","South America","Increase","Savanna_increase"
"410","Savanna","Brazil","Assis, SP",-22.58,-50.4,"Durigan 2014, unpublished data","Stryphnodendron rotundifolium","Species",7,2005,2012,"22","34",12,1.714285714,"canopy diameter and stem measurement","s74","South America","Increase","Savanna_increase"
"411","Savanna","Brazil","Assis, SP",-22.58,-50.4,"Durigan 2014, unpublished data","Anadenanthera peregrina var falcata","Species",7,2005,2012,"19","39",20,2.857142857,"canopy diameter and stem measurement","s75","South America","Increase","Savanna_increase"
"412","Savanna","Brazil","Assis, SP",-22.58,-50.36,"Giampietro 2005","Matayba elaeagnoides. Machaerium brasiliense, Myrcia multiflora ","Group",12,1992,2004,"92","94",2,0.166666667,"stem measurement","s76","South America","Increase","Savanna_increase"
"413","Savanna","Brazil","Nova Xavantina, MT",-14.54,-52.44,"Lima et al 2009","trees","Group",5,1997,2002,"58","57",-1,-0.2,"stem measurement","s77","South America","Decrease","Savanna_decrease"
"414","Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucalyptus microtheca","Species",45,1948,1993,"12.6","22.7",10.1,0.224444444,"aerial photographs","s78","Australia","Increase","Savanna_increase"
"415","Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucalyptus parvifolia","Species",45,1948,1993,"1.6","9.7",8.1,0.18,"aerial photographs","s79","Australia","Increase","Savanna_increase"
"416","Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Eucaliptys microtheca/parvifolia","Species",45,1948,1993,"10.2","19.6",9.4,0.208888889,"aerial photographs","s80","Australia","Increase","Savanna_increase"
"417","Savanna","Australia","Victoria River, Northern Territory",-15.67,130.5,"Sharp and Whittaker 2004","Terminalia spp.","Species",45,1948,1993,"1.7","4.4",2.7,0.06,"aerial photographs","s81","Australia","Increase","Savanna_increase"
"418","Savanna","Australia","Northwestern Australia",-15.7,130.8,"Sharp and Bowmann 2004","Melaleuca minutifolia","Species",47,1948,1995,NA,NA,-0.78,-0.016595745,"aerial photographs","s82","Australia","Decrease","Savanna_decrease"
"419","Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalypt us orgadophila","Species",36,1960,1996,"8.44","13.37",4.93,0.136944444,"aerial photo","s83","Australia","Increase","Savanna_increase"
"420","Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus melanophloia","Species",45,1951,1996,"20.12","24.69",4.57,0.101555556,"aerial photo","s84","Australia","Increase","Savanna_increase"
"421","Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus crebea","Species",42,1952,1994,"35.63","41.48",5.85,0.139285714,"aerial photo","s85","Australia","Increase","Savanna_increase"
"422","Savanna","Australia","Central Queensland",-23.29,148.22,"Fensham et al 2003 Modelling trens","Eucalyptus populnea and E.meanophloia","Species",41,1952,1993,"24.6","29.24",4.64,0.113170732,"aerial photo","s86","Australia","Increase","Savanna_increase"
"423","Savanna","Australia","Central Queensland",-24.3,148.45,"Burrows 2002","Eucalyptus/Corymbia","Group",15,1984,1999,"26.9","29.8",2.9,0.193333333,"live tree basal area","s87","Australia","Increase","Savanna_increase"
"424","Savanna","Australia","North Central queensland",-19.93,145.72,"Fensham et al 2009","tree","Group",56,1946,2002,"21.7","21.4",-0.3,-0.005357143,"aerial photo","s88","Australia","Stable","Savanna_stable"
"425","Savanna","Australia","Kakadu National Park",-12.69,132.85,"Lehmann et al 2009","Eucalyptus tetrodonta/E. miniata","Species",40,1964,2004,"62.7","67.6",4.9,0.1225,"aerial photo","s89","Australia","Increase","Savanna_increase"
"426","Savanna","Australia","North west australia",-15.4,130.3,"Sharp and Bowmann 2004 b","Eucalyptus species","Group",47,1948,1995,"25","25.2",0.2,0.004255319,"aerial photo","s90","Australia","Stable","Savanna_stable"
"427","Savanna","Australia","SW Queensland",-27.37,144.32,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",5.8,0.116,"aerial photographs","s91","Australia","Increase","Savanna_increase"
"428","Savanna","Australia","SW Queensland",-28.43,145.37,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",2.2,0.044,"aerial photographs","s92","Australia","Increase","Savanna_increase"
"429","Savanna","Australia","SW Queensland",-28.45,147,"Witt, Harrington et al 2009","Acacia and Eucalyptus spp","Group",50,1950,2000,"not reported","not reported",5.5,0.11,"aerial photographs","s93","Australia","Increase","Savanna_increase"
"430","Savanna","Australia","Ambathala Station sw Queensland",-25.97,145.33,"Witt et al 2006","Acacia and Eucalyptus spp","Group",65,1930,1995,"not reported","not reported",5,0.076923077,"aerial photographs","s94","Australia","Increase","Savanna_increase"
"431","Savanna","Australia","Mt Windsor",-16.23,145.02,"Tng et al 2012","rainforest species","Group",57,1951,2008,"35.89","38.92",3.03,0.057208505,"aerial photo/proportion area covered","s95","Australia","Increase","Savanna_increase"
"432","Savanna","Australia","Mt Carbine",-16.43,145.27,"Tng et al 2012","rainforest species","Group",53,1955,2008,"35.16","35.7",0.54,0.010269466,"aerial photo/proportion area covered","s96","Australia","Increase","Savanna_increase"
"433","Savanna","Australia","Clohesy",-16.92,145.61,"Tng et al 2012","rainforest species","Group",59,1949,2008,"46.12","46.94",0.82,0.013863707,"aerial photo/proportion area covered","s97","Australia","Increase","Savanna_increase"
"434","Savanna","Australia","Koombooloomba",-17.83,145.58,"Tng et al 2012","rainforest species","Group",57,1951,2008,"28.39","29.27",0.88,0.015444388,"aerial photo/proportion area covered","s98","Australia","Increase","Savanna_increase"
"435","Savanna","Australia","Paluma",-18.99,146.19,"Tng et al 2012","rainforest species","Group",58,1950,2008,"51.31","51.71",0.4,0.006911632,"aerial photo/proportion area covered","s99","Australia","Stable","Savanna_stable"
"436","Savanna","Australia","Camel Creek, NT",-17.01,137.01,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",26,0.52,"aerial photo/proportion area covered","s100","Australia","Increase","Savanna_increase"
"437","Savanna","Australia","Banyan Gorge, NT",-17.24,137.81,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",77,1.54,"aerial photo/proportion area covered","s101","Australia","Increase","Savanna_increase"
"438","Savanna","Australia","Aquarium Springs, NT",-17.33,137.81,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",21,0.42,"aerial photo/proportion area covered","s102","Australia","Increase","Savanna_increase"
"439","Savanna","Australia","McDermotts Spring, NT",-17.37,137.75,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",147,2.94,"aerial photo/proportion area covered","s103","Australia","Increase","Savanna_increase"
"440","Savanna","Australia","Moonlight Gorge, NT",-17.42,137.71,"Brook and Bowman 2006","rainforest species","Group",50,1947,1997,"not reported","not reported",11,0.22,"aerial photo/proportion area covered","s104","Australia","Increase","Savanna_increase"
"441","Savanna","Australia","Jabiluka, NT",-12.51,132.95,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",-13,-0.325,"aerial photo/proportion area covered","s105","Australia","Decrease","Savanna_decrease"
"442","Savanna","Australia","Dinner Creek, NT",-13.65,132.61,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",43,1.075,"aerial photo/proportion area covered","s106","Australia","Increase","Savanna_increase"
"443","Savanna","Australia","South Bend, NT",-13.42,132.9,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",1,0.025,"aerial photo/proportion area covered","s107","Australia","Increase","Savanna_increase"
"444","Savanna","Australia","Jim Jim South, NT",-13.32,132.86,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",17,0.425,"aerial photo/proportion area covered","s108","Australia","Increase","Savanna_increase"
"445","Savanna","Australia","Fern Gorge, NT",-13.82,132.4,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",36,0.9,"aerial photo/proportion area covered","s109","Australia","Increase","Savanna_increase"
"446","Savanna","Australia","Deaf Adder Gorge, NT",-12.99,132.89,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",16,0.4,"aerial photo/proportion area covered","s110","Australia","Increase","Savanna_increase"
"447","Savanna","Australia","Barramundi Gorge, NT",-13.31,132.45,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",27,0.675,"aerial photo/proportion area covered","s111","Australia","Increase","Savanna_increase"
"448","Savanna","Australia","Eve Spring, NT",-13.77,132.44,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",45,1.125,"aerial photo/proportion area covered","s112","Australia","Increase","Savanna_increase"
"449","Savanna","Australia","SE Fern Gorge, NT",-13.75,132.65,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",31,0.775,"aerial photo/proportion area covered","s113","Australia","Increase","Savanna_increase"
"450","Savanna","Australia","Round Jungle, NT",-13.29,132.68,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",13,0.325,"aerial photo/proportion area covered","s114","Australia","Increase","Savanna_increase"
"451","Savanna","Australia","Mt Brockman, NT",-12.79,132.87,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",24,0.6,"aerial photo/proportion area covered","s115","Australia","Increase","Savanna_increase"
"452","Savanna","Australia","Namarrgon Gorge, NT",-13.02,132.98,"Bowman and Dingle 2006","Allosyncarpia ternata","Species",40,1964,2004,"not reported","not reported",18,0.45,"aerial photo/proportion area covered","s116","Australia","Increase","Savanna_increase"
"453","Savanna","Australia","Iron Range, QLD",-12.67,143.33,"Russell-Smith et al 2004","rainforest species","Group",48,1943,1991,"32.14","59",26.86,0.55952381,"aerial photo/proportion area covered","s117","Australia","Increase","Savanna_increase"
"454","Savanna","Australia","Litchfield NP, NT",-13.08,130.67,"Bowman et al 2001","Eucalyptus","Species",53,1941,1994,"","",97,1.830188679,"aerial photo/proportion area covered","s118","Australia","Increase","Savanna_increase"
"455","Savanna","Ivory coast","Lamto",6.23,5,"Gautier et al 1989","Borassus aethiopum (tree) + shrubs","Group",25,1963,1988,"15.6","17.9",2.3,0.092,"aerial surveys","s119","Africa","Increase","Savanna_increase"
"456","Savanna","Ivory coast","Lamto",6.23,5.1,"Gautier 1990","Boarassus aethiopum, Crossopteryx febrifuga, Cussonia barteria, Terminalia glaucescens, ","Group",25,1963,1988,"32.45","41.17",26.9,1.076,"aerial photographs","s120","Africa","Increase","Savanna_increase"
